HGNC ID	Approved symbol	Alias symbols	UniProt ID(supplied by UniProt)	OMIM ID(supplied by OMIM)	NCBI Gene ID(supplied by NCBI)	Ensembl ID(supplied by Ensembl)
HGNC:48159	RNU6-1196P				106480089	ENSG00000252030
HGNC:4816	HARS1	HisRS	P12081	142810	3035	ENSG00000170445
HGNC:48160	RNU6-1197P				106481558	ENSG00000212485
HGNC:48161	RNU6-1198P				106480090	ENSG00000252713
HGNC:48162	RNU6-1199P				106480091	ENSG00000223181
HGNC:48163	RNU6-1200P				106481559	ENSG00000206889
HGNC:48164	RNU6-1201P				106481942	ENSG00000206954
HGNC:48165	RNU6-1202P					
HGNC:48166	RNU6-1203P				106480092	ENSG00000222635
HGNC:48167	RNU6-1204P				106481560	ENSG00000200818
HGNC:48168	RNU6-1205P				106480093	ENSG00000200495
HGNC:48169	RNU6-1206P				106481561	ENSG00000252148
HGNC:4817	HARS2	HO3, HARSR	P49590	600783	23438	ENSG00000112855
HGNC:48170	RNU6-1207P				106480648	ENSG00000207071
HGNC:48171	RNU6-1208P				106480094	ENSG00000238482
HGNC:48172	RNU6-1209P				106480095	ENSG00000200525
HGNC:48173	RNU6-1210P				106481562	ENSG00000200645
HGNC:48174	RNU6-1211P				106480096	ENSG00000238382
HGNC:48175	RNU6-1212P				106481943	ENSG00000252832
HGNC:48176	RNU6-1213P				106481563	ENSG00000252884
HGNC:48177	RNU6-1214P				106481781	ENSG00000200520
HGNC:48178	RNU6-1215P				106480097	ENSG00000207170
HGNC:48179	RNU6-1216P				106480098	ENSG00000199460
HGNC:4818	HAS1		Q92839	601463	3036	ENSG00000105509
HGNC:48180	RNU6-1217P				106481564	ENSG00000223208
HGNC:48181	RNU6-1218P				106480099	ENSG00000239175
HGNC:48182	RNU6-1219P				106480649	ENSG00000251952
HGNC:48183	RNU6-1220P				106481565	ENSG00000252935
HGNC:48184	RNU6-1221P					
HGNC:48185	RNU6-1222P				106480100	ENSG00000207345
HGNC:48186	RNU6-1223P				106481566	ENSG00000252933
HGNC:48187	RNU6-1224P				106480101	ENSG00000252593
HGNC:48188	RNU6-1225P				106480650	ENSG00000252145
HGNC:48189	RNU6-1226P				106480102	ENSG00000207044
HGNC:4819	HAS2		Q92819	601636	3037	ENSG00000170961
HGNC:48190	RNU6-1227P				106481567	ENSG00000206708
HGNC:48191	RNU6-1228P				106480103	ENSG00000212316
HGNC:48192	RNU6-1229P				106481568	ENSG00000201165
HGNC:48193	RNU6-1230P				106481944	ENSG00000207121
HGNC:48194	RNU6-1231P				106480104	ENSG00000252994
HGNC:48195	RNU6-1232P				106480105	ENSG00000252108
HGNC:48196	RNU6-1233P				106481569	ENSG00000199792
HGNC:48197	RNU6-1234P				106480106	ENSG00000252686
HGNC:48198	RNU6-1235P				106480701	ENSG00000207289
HGNC:48199	RNU6-1236P				106481570	ENSG00000252889
HGNC:482	ANCR				282	
